0.61291564,5.401319,5.5162406,0.018325957,-0.83199847,-0.8588765,-1.2177107,0.84838223,9.693701,1489714929364,0
4.673482,1.4939818,15.591042,-1.0567969,-4.15144,0.9773844,3.147256,1.219468,9.207501,1489714929579,0
1.6472107,1.4173675,3.6008794,1.1301007,1.4697418,-0.8503244,2.4711754,-0.13104631,9.489284,1489714929781,0
1.4939818,3.9073372,8.619126,-0.40439278,0.9138544,0.44715336,0.14965689,1.7585506,9.646527,1489714929998,0
0.038307227,0.842759,9.691729,0.015882496,0.71837753,0.5497787,-0.7385802,0.99757123,9.727782,1489714930203,0
0.30645782,1.1109096,9.155427,-0.052534413,0.20647246,0.33841935,-0.6098394,0.73931307,9.759708,1489714930419,0
0.2681506,1.8770541,10.6877165,0.008552114,0.2406809,0.24312437,-0.44816756,1.1625838,9.727175,1489714930619,0
0.9576807,-3.5242648,12.947843,-1.5406022,-0.44715336,-0.5375614,-0.012536442,-0.7834429,9.775297,1489714931031,0
8.963891,-10.764331,0.19153613,-0.18692477,-3.5051448,-0.49113566,4.0940146,0.4625476,8.899185,1489714931239,0
8.274361,-11.070788,9.385271,-3.4025195,4.5497246,6.423859,6.280918,-7.0824323,2.5611742,1489714931448,0
7.3549876,-6.3589997,3.1794999,0.72204274,-0.2602286,2.3457224,3.1881917,-8.6483345,3.3484545,1489714931648,0
7.086837,-7.469909,1.3790601,0.3359759,-0.70005155,-1.0409144,3.7677042,-7.8601713,4.4936066,1489714931850,0
4.098873,-4.7500963,2.336741,1.9938642,-3.3438764,-1.3402383,5.9281287,-5.6846714,5.3583755,1489714932051,0
8.312668,1.2641385,-1.0726024,1.5015068,-0.5681047,-0.56321776,8.9144945,-1.668792,3.7305934,1489714932252,0
6.9719152,-2.0685902,-0.15322891,0.4373795,-0.52778757,0.7415904,7.9437675,-4.973593,2.8862245,1489714932460,0
8.887277,-3.9839516,2.030283,-0.3213151,1.102001,3.2583551,6.2945337,-7.1276116,2.3971677,1489714932661,0
7.1251445,-11.683704,2.1068976,1.0433578,-0.5815437,1.174083,6.6735806,-7.0225697,-1.5222405,1489714932869,0
4.0222588,-15.399506,-0.61291564,-1.9926424,-1.6175711,1.4257594,4.4345174,-8.187222,-3.078122,1489714933069,0
0.45968673,-6.8186865,-1.3024458,0.7672467,-0.9773844,0.8051204,2.900856,-8.182567,-4.560816,1489714933271,0
-0.15322891,-11.415554,3.2561142,-0.7318166,-0.86132,0.028099801,2.0523155,-8.00719,-5.2766733,1489714933471,0
-0.11492168,-7.469909,-1.8770541,0.6291912,-0.59986967,0.6621779,-0.8796863,-8.768794,-4.3017216,1489714933672,0
-2.681506,-9.040505,1.340753,0.893085,0.2761111,0.71593404,-1.6619366,-9.543874,-1.5240897,1489714933872,0
-1.8004397,-10.151415,-1.4939818,-0.009773844,0.657291,0.33964106,-2.0885956,-9.521745,-1.0698264,1489714934084,0
-2.566584,-5.439626,-1.4173675,-2.2589796,0.19547687,-0.14782938,-2.0172653,-8.576884,-4.3055882,1489714934300,0
-1.4173675,-14.326903,-4.8267107,-0.007330383,-0.67073005,0.31887165,-2.98288,-8.408166,-4.071309,1489714934507,0
-1.7621324,-6.9719152,-1.9536686,0.21991149,-0.33475417,-0.4801401,-2.9199994,-8.838839,-3.085275,1489714934711,0
-2.0685902,-8.197746,0.0,1.3561208,-0.8038987,0.17592919,-3.6496227,-9.097831,-0.28305066,1489714934914,0
0.2681506,-14.288596,0.91937345,0.75625116,0.12095132,0.4288274,-2.686391,-9.130086,2.365424,1489714935120,0
-4.2521024,-11.18571,-3.6391866,-1.6884315,0.61575216,-0.5131268,-2.7339604,-9.411333,0.3502332,1489714935323,0
-1.9153614,-4.367024,-1.7238252,-1.3060299,-0.7257079,-0.45204028,-1.5056238,-8.906168,-3.818857,1489714935522,0
-2.1068976,-13.101071,-4.9416323,0.09285152,-0.99204516,0.08552113,-2.0235677,-9.193286,-2.749373,1489714935741,0
-0.38307226,-6.205771,-1.685518,1.8851302,0.9468411,0.7489208,-1.8304657,-9.235004,-2.7448971,1489714935944,0
-2.2984335,-9.461885,1.9153614,1.3231341,-0.8173377,0.02687807,-2.3051188,-9.501994,0.75428236,1489714936161,0
-2.7964275,-9.883265,-0.076614454,-0.5522222,0.37140608,0.17959438,-2.769678,-9.124368,2.290236,1489714936362,0
-0.22984336,-6.6654577,-0.2681506,-1.813048,0.042760566,-1.0885619,-1.8346523,-9.526395,-1.4325749,1489714936562,0
-1.5705963,-9.423578,-6.895301,0.52778757,-0.7012733,0.056199603,-1.438258,-9.022366,-3.563529,1489714936762,0
-1.4939818,-7.1634517,-2.566584,0.119729586,0.57787853,-0.065973446,-1.2571409,-9.308463,-2.8182478,1489714936991,0
-0.61291564,-9.002198,0.34476504,1.3646729,-0.5839872,0.3481932,-1.6341684,-9.665789,0.26909217,1489714937199,0
-3.371036,-12.909535,0.038307227,0.21135938,-0.16982053,0.07452556,-2.0559316,-9.469249,1.5089267,1489714937402,0
-4.7500963,-9.844957,-1.8004397,-3.032335,1.9620992,-0.9431759,-1.4805291,-9.570367,-1.5448298,1489714937603,0
-1.7238252,-4.1371803,-2.336741,-0.13927728,-0.81245077,0.103847094,-0.98496294,-8.382459,-4.99346,1489714937802,0
-4.3287168,-15.705963,0.9576807,-0.11484267,0.6243043,-0.88086766,-1.1774682,-8.844964,-4.0682387,1489714938002,0
-1.3790601,-6.703765,-1.8387469,2.316401,0.52412236,0.2406809,-0.7926336,-9.4890375,-2.3452747,1489714938202,0
-0.7661445,-10.228029,2.4133554,1.7311921,-0.32253686,0.12583824,-0.9934473,-9.754481,-0.18317404,1489714938402,0
-4.9416323,-9.500193,-0.2681506,-0.11728613,0.267559,0.043982297,-1.6410859,-9.502675,1.7822412,1489714938602,0
-0.4213795,-4.3287168,-1.0342951,-2.0451767,0.90285885,-0.56077427,-1.4657608,-9.535664,-1.7587016,1489714938802,0
0.038307227,-14.173674,-6.205771,0.66828656,-0.6939429,0.23335053,-1.287475,-8.700953,-4.336615,1489714939003,0
-0.5746084,-13.522451,0.15322891,-0.004886922,2.1734586,-0.8405506,-0.80105513,-9.08934,-3.5934114,1489714939220,0
