0.7278373,4.175488,8.848969,0.09773844,0.09773844,0.09773844,3.0493817,0.44907093,9.309672,1489950354401,2
0.5363012,4.175488,8.695741,0.09773844,0.09773844,0.09773844,3.0493817,0.44907093,9.309672,1489950354421,2
0.5746084,4.2521024,8.42759,0.09773844,0.09773844,0.09773844,3.0493817,0.44907093,9.309672,1489950354463,2
0.7661445,4.4436383,9.078813,0.09773844,0.09773844,0.09773844,3.0493817,0.44907093,9.309672,1489950354501,2
0.5746084,4.367024,8.848969,0.09773844,0.09773844,0.09773844,3.0493817,0.44907093,9.309672,1489950354521,2
0.5746084,4.367024,8.848969,6.062799E-4,0.0295032,-0.0032447635,3.0493817,0.44907093,9.309672,1489950354549,2
0.6895301,4.2904096,9.155427,6.062799E-4,0.0295032,-0.0032447635,0.54867154,4.3319335,8.780872,1489950354569,2
0.61291564,4.175488,8.887277,6.062799E-4,0.0295032,-0.0032447635,0.54867154,4.3319335,8.780872,1489950354592,2
0.6895301,4.060566,9.423578,6.062799E-4,0.0295032,-0.0032447635,0.56007165,4.302834,8.79445,1489950354621,2
0.4213795,4.060566,9.040505,6.062799E-4,0.0295032,-0.0032447635,0.56007165,4.302834,8.79445,1489950354641,2
0.5746084,4.1371803,9.040505,6.062799E-4,0.0295032,-0.0032447635,0.56007165,4.302834,8.79445,1489950354662,2
0.38307226,4.175488,8.734048,6.062799E-4,0.0295032,-0.0032447635,0.559545,4.2231474,8.833025,1489950354683,2
0.4213795,4.3287168,8.695741,6.062799E-4,0.0295032,-0.0032447635,0.559545,4.2231474,8.833025,1489950354702,2
0.49799395,4.213795,8.848969,6.062799E-4,0.0295032,-0.0032447635,0.5275874,4.23088,8.83129,1489950354745,2
0.6512229,4.213795,9.040505,6.062799E-4,0.0295032,-0.0032447635,0.5275874,4.23088,8.83129,1489950354783,2
0.5746084,4.3287168,9.078813,6.062799E-4,0.0295032,-0.0032447635,0.51339084,4.223725,8.83555,1489950354827,2
0.45968673,4.3287168,8.925584,6.062799E-4,0.0295032,-0.0032447635,0.51339084,4.223725,8.83555,1489950354844,2
0.38307226,4.367024,8.772355,6.062799E-4,0.0295032,-0.0032447635,0.51339084,4.223725,8.83555,1489950354864,2
0.30645782,4.3287168,8.887277,6.062799E-4,0.0295032,-0.0032447635,0.49649742,4.2250214,8.835897,1489950354884,2
0.2681506,4.2904096,8.810662,6.062799E-4,0.0295032,-0.0032447635,0.49649742,4.2250214,8.835897,1489950354904,2
0.2681506,4.2904096,8.734048,-0.018941408,0.020951087,0.023633307,0.4654776,4.231577,8.834449,1489950354924,2
0.5363012,4.4436383,9.002198,-0.018941408,0.020951087,0.023633307,0.4654776,4.231577,8.834449,1489950354962,2
0.4213795,4.367024,8.6574335,-0.018941408,0.020951087,0.023633307,0.4654776,4.231577,8.834449,1489950354983,2
0.30645782,4.367024,8.580819,-0.091023505,0.019729357,0.1115979,0.46505088,4.206196,8.846583,1489950355022,2
